kalimat asli,augmented 1,augmented 2,augmented 3,augmented 4,augmented 5,label
"Nah Karena kang Asep satu satuannya yang megang senter disana, beliau arahkan dong senter itu ke tengah kelas untuk mastiin aja, pas di arahin.. senter itu tepat nyorot di wajah alias bengeut di penari eh anying barengan dia nengok dan EWEH BEUNGEUTAN ANYING DATARRR JIGA MARTABAK","Karena ngan Kang Asep nu nyepeng senter, diarahkeun ka tengah kelas, pas nyorot ka beungeut si penari… anying, manehna nengok, euweuh garis beungeutna, datarr jiga martabak tipis kering!","Si Asep doang yang megang senter disana, diputerkeun ka panggung, pas nembak ka wajah/bengeut nu nari, anjir, beungeutna rata pisan euy, anying, kaya martabak digiles trek.","Tadi Asep ngarahin senter ka tengah, pas kena bengeut si penari, kaget atuh, anying, euweuh kontur nanaon, lempeng bae, jiga martabak telor kagencet.","Kang Asep nu megang senter, diarahin we ka kelas, pas nyorot ka si penari, beungeutna mah euweuh pisan, anying, rata jiga papan, martabak mode on.","Begitu senternya Asep nembak ka bengeut si penari, anjir, teu aya reliefna pisan, datar teuing, anying, jiga martabak nu can diisi.",hate speech
Yt aing saking delaynya notif. Ini konten kemarin baru muncul. BANG AING DAH NONTON 2 KALI BAAANG. Elaaaaah telat mulu https://t.co/krVyuuF2TS,"YT mah notifna lelet teuing, aing nepi kesel. Konten kamari anyar muncul ayeuna, padahal aing geus nonton 2x, Bang. Elah telat wae https://t.co/krVyuuF2TS","Notif YT aing rada lemot atuh, bang. Eta video kamari kakara muncul ayeuna, padahal geus rewatch dua kali. Hadeuh, telat pisan euy 😅 https://t.co/krVyuuF2TS","Bang, notif YT sok katinggalan mulu. Konten kemarin baru ke-push ayeuna keneh, aing mah tadi geus nonton 2 kali. Yaelah, telatan terus https://t.co/krVyuuF2TS","Akhirna notif YT muncul oge, sanajan telat. Konten kamari jadi kebukana ayeuna, aing geus nonton dua kali, bang. Santuy we, sing teu telat deui engke 😌 https://t.co/krVyuuF2TS","Mantap pisan notif YT, kamari punya video munculna ayeuna. Aing nepi ka nonton 2x deui, bang. Telat mulu atuh, elaah https://t.co/krVyuuF2TS",not hate speech
"Aing, nyaho rek pikieueun mah kuliah teh moal jurusan Teknik, rek jurusan Ekonomi weh kehed teh naha loba kieu diuji ekonomi na. Nya kudu mayar ieu, mayar itu, nagih ieu, nagih itu. Damn, Bro. Fake kata gue teh.","Aing ti awal mah teu niat Teknik, rek Ekonomi weh. Tapi kehed, naha ujian ekonomi na loba kieu? Kudu mayar ieu, mayar eta, nagih deui. Pusing sih, bro, tapi yaudahlah, kata gue mah masih santuy.","Sugan kuliah mah aing moal ke Teknik, milih Ekonomi bae, tapi kok rasana rempong pisan: kudu mayar ieu-itu, nagih ieu-eta. Duh euy. Tenang we, bro, kata gue mah bisa diatur.","Aing nyaho pilihan teh Ekonomi, lain Teknik. Ngan asa beurat keneh, ujian ekonomi na numpuk, mayar mulu. Yaelah, bro, cek gue mah ieu mah curhat we.","Teu kapikiran Teknik, aing rek Ekonomi weh. Naha jadi loba teuing kieu tugas jeung ujianna, terus mayar ieu eta, nagih deui. Hadeuh. Tapi gapapa atuh, bro, menurut gue mah masih wajar.","Aing milih Ekonomi tibatan Teknik, tapi jujur rada kesel, euy: ujianna numpuk, bayar sana-sini, nagih terus. Damn, bro, tapi gue mah tetep jalanin we, fake panic doang.",not hate speech
"apa gue harus posting kanjut,supaya dinotice banyak cewe?","Serius kudu pisan gue ngepost yang kanjut, biar dinotice ku cewe teh?","Naha kudu gue posting anu kanjut teh, supaya cewe-cewe bisa notice gue?","Kesel we, kudu posting kanjut heula kah supaya cewe teh ngeh ka gue?","Kalo gue ngepost rada kanjut mah, meureun cewe-cewe bakal notice, nya?","Tolong atuh, kudu kumaha? Posting kanjut we biar cewe teh perhatiin?",not hate speech
USER giliran kanjut aja lu ngerti anjrit,"USER, giliran kamu, kanjut we atuh, ngerti kan, anjrit","USER, ayo gantian ya, lanjutkeun we, paham teu? euy","USER, ayeuna giliran lu, gaskeun we, nyaho kan? anjir","USER, hayu lah giliran kamu, lanjut atuh, ngarti teu?","USER, mangga giliran kamu, tinggal kanjut, ngartos moal? hehe",not hate speech
"USER BOCAH GOBLOK, KALO GUA DISANA UDAH GUA GAMPAR BOLAK BALIK, GUA INJEK INJEK SAMPE BOCOR PALANYA, EMANG KONTOL KANJUT SIALAN SI BIADAB INI","Eh bocah goblok, sumpah kieu mah bikin panas. Mun gua di dinya, gua gampar bolak-balik, terus gua injek-injek nepi ka bocor palanya. Kontol kanjut, biadab pisan ieu.","Wkwk bocah goblok teh, gaya doang. Kalo gua di sana mah, tinggal gua gampar bolak-balik, abis itu gua injek-injek sampe bocor palanya. Emang kontol kanjut sialan, biadab we.","Bocah goblok atuh, kesel we jadinya. Kalo gua di sana, udah gua gampar bolak-balik, gua injek-injek sampe bocor palanya. Emang kontol kanjut sialan, si biadab ieu.","Bocah goblok ini parah kieu teuing. Di sana mah gua langsung gampar bolak-balik, terus gua injek-injek sampe bocor palanya. Kontol kanjut, dasar biadab.","BOCAH GOBLOK beneran. Kalo gua di dinya, gua gampar bolak-balik, lajeng gua injek-injek nepi ka bocor palanya. Kontol kanjut sialan, biadab pisan!",hate speech
"koplok kagak ada opsi lain apa yah, klo disuruh pilih gue OGAHH","Aduh atuh, teu aya pilihan lain nya? kalo disuruh milih mah gue ogah pisan.","Duh euy, kumaha sih, kagak ada opsi lain? disuruh milih juga gue ogah we.","Serius, teu aya alternatif sejen atuh? kalo kudu milih mah gue tetep ogah.",Kok gini wae atuh? opsi na minim pisan; disuruh pilih gue mah ogah aja.,"Naha teu aya pilihan lain, euy? kalo suruh milih gue ogah, mending skip we.",not hate speech
USER Aing poe ayeuna bebela an ka bali... Demi ultah si eta ................. Terus balik na aing di prank. 5 bulan kemudian prank na jadi kenyataan 🥹,"USER Aing ayeuna bela-belain ka Bali demi ultah si eta. Balikna mah diprank, 5 bulan ti dinya eh prank-na jadi kenyataan 😌","Aing poé ieu nepi ka Bali, bebelaan keur ultahna si eta... Pas balik, aing diprank. 5 bulan saterusna prank-na beneran kajadian 🥲","Niat pisan aing ka Bali demi ultah si eta euy; balik-balik malah diprank we. Terus 5 bulan deui, prank-na jadi real, plot twist wkwk","Bela-belain ka Bali ayeuna ngan keur ultah si eta, tapi balikna mah aing diprank. Teu nyangka 5 bulan tuluy, jadi kanyataan juga.","Aing ayeuna ka Bali demi ultah si eta, hayang nge-surprise. Eh sanggeus balik diprank heula, 5 bulan ti harita prank-na malah jadi nyata, kumaha atuh 😅",not hate speech
USER Kasian ihh babangus nya pasti jeding :(,"USER duh kasian atuh babangus-nya, pasti lagi jeding pisan :(","USER kasian euy babangus teh, sigana keur jeding, istirahat heula ya :(","USER hadeuh kasian pisan babangus-na, sirahna pasti jeding, semoga cepet pulih","USER ih kasian, babangus mah pasti jeding, mugi gancang cageur atuh :)","USER sabar nya babangus, kasian pisan keur jeding kitu, take care heula",not hate speech
USER Pas jurig malem malah kepisah rombongan nooooo 😫😫,"USER kumaha atuh, pas jurig malem teh malah kapisah ti rombongan, nooo 😫","USER pas jurig malem, kuring teh nyasar sorangan, kapisah ti barudak rombongan, duh euy 😅👻","USER barusan pas jurig malem malah kebawa nyasar, kepisah rombongan, sabar we lah 😌","USER pas jurig malem mah sempet kepisah rombongan, tapi alhamdulillah kapanggih deui euy 🙏","USER gara-gara jurig malem teh malah katinggalan rombongan, aduh serem euy noooo 😭",not hate speech
USER USER gw mimpi horor itu bnran ada ga jurig nya 👉👈,"USER USER barusan gw sare mimpi horor, beneran aya jurig teh? merinding pisan euy 😭","USER tadi malem gw mimpi horor, meureun jurigna ngan numpang lewat wae ya? 😅","USER gw rada parno, mimpi hororna kerasa real, aya teu sih jurig beneran? 👉👈","USER USER katanya mun mimpi kitu teh pertanda, tapi jurigna aya ga atuh? 🙈","USER semalem gw mimpi serem pisan, naha jurig beneran aya atawa ngan halu we?",not hate speech
"USER Pendukung ganjar emang koplok nya minta ampun, hal kecil kek gitu aja dipermasalahin. Yg jelas jelas arogan ya ganjar yg merendahkan teman SD nya","USER Pendukung ganjar teh koplok pisan minta ampun, hal sepele kieu wae dihebohkeun we. Jelas-jelas mah ganjar arogan, ngahinakeun sobat SD-na.","USER Duh pendukung ganjar mah koplok atuh, perkara saeutik ge diributin. Yg arogan ya ganjar, bisa-bisanya merendahkan teman SD-nya.","USER Emg pendukung ganjar koplok parah, hal kecil gitu aja dibesar-besarin weh. Ganjar-na ge jelas arogan, sok ngarendahin batur ti SD-na segala.","USER Pendukung ganjar teh belegug we, teu make otak, masalah saeutik langsung diangkat. Ganjar oge beuki arogan, ngahinakeun teman SD na kitu.","USER Hadeuh, pendukung ganjar koplok bener, nu remeh kieu mah teu kudu dipermasalahkeun. Tapi ganjar teh tetep arogan, nyinyir jeung ngahina sobat SD-na.",hate speech
USER WAH ANJENG JAM BRP JA!? AING NONTON AH,"@user wah anjir, jam brp atuh, Ja? Aing rek nonton ah","Euy, anjir kaget; acaranya jam sabaraha, Ja? Aing nonton we","Wah anjay, jadwalna jam brp sih, Ja? Aing hayang nonton ah","Anjir, wah, jam sabaraha atuh? Aing teh siap nonton, wkwk","Wah anjir euy, jam brp acaranya, Ja? Aing moal kelewatan, pasti nonton",not hate speech
USER yang bikin heboh anak jurig 😂😂😂,"Si USER mah heboh pisan euy, anak jurig vibes wkwk 😂","USER teh bikin rame timeline, kayak anak jurig nu sok nongol terus 🤣","Hadeuh, USER ngageugeuh FYP deui, anak jurig mode on atuh 😂","USER bikin geger wae, tapi lucu sih, anak jurig gemes euy 😆","Moal aya cicingna, USER mah rame terus, anak jurig pisan pokona 😂",not hate speech
USER thx ya hari ini aing 6 jam dijalan gara2 ini.,"USER nuhun ya, tapi aing 6 jam di jalan gara2 ieu, cape euy.","USER makasih, tadi aing nepi ka 6 jam kejebak macet di jalan kusabab ieu, next time sing leuwih rapih atuh.","USER thx, sanajan aing 6 jam di jalan gara-gara ieu, gpp lah, nu jadi pelajaran.","USER hatur nuhun, aing tadi 6 jam di jalan kusabab ieu, sabar we, teuing kumaha atuh.","USER mksh ya, tadi aing 6 jam di jalan gara2 ieu, mugia next time ulah kieu deui.",not hate speech
lu yg kasmaran gua yg gumoh kehed,"lu teh nu kasmaran, gw nu geuleuh nepi ka hayang gumoh, anjir","loe yg bucin pisan, gue yg mual-mual, kehed atuh","elu lagi kasmaran, gua malah geuleuh pisan sampe hayang muntah, euy","lu klepek-klepek cinta, gw jadi gumoh wae, hadeuh","loe mabok cinta, gue jadi mual geuleuh saeutik weh, santuy atuh",not hate speech
Kenapa sih itu grup. Aing udah lelah bgt😭🤸🏻‍♀️,"Kunaon sih eta grup teh, aing capé pisan ayeuna 😮‍💨","Grup itu rame teuing, aing rehat heula atuh biar waras 😴","Bisa ga grupna slow sakedik, aing lagi lelah bgt, please 😵‍💫","Aing mah mute heula eta grup, capé, perlu napas heula weh 😅","Teu nanaon sih, cuma eta grup rada riweuh, aing jadi capé weh 🙂",not hate speech
"USER Gue di tele dulu pake dn ""Khaed"" terus dihina kehed wkwkwk","USER gue di tele heula pake dn ""Khaed"", eh ujug-ujug dibilang ""kehed"", gue mah ketawa we wkwkw","Barusan di-tele sama USER, dn-nya ""Khaed"", tuluy aya nu nyeletuk kehed, padahal canda doang atuh hehe","Tadi ditele ku USER, make dn ""Khaed"", trus malah diledekin ""kehed"", yaudahlah santuy wae wkwk","USER ngetele dulu, dn ""Khaed"", terus disebut kehed, gue mah teu ambek, malah ngakak pisan","Di tele heula sama USER, pake dn ""Khaed"", aya nu bilang kehed, gue balesnya canda bae wkwkw",not hate speech
"mau akgae bias aing sendiri juga sama jahatnya, tidak memanusiakan manusia","Sejujurnya, aing ge suka bias; diri sendiri juga bisa sama jahatnya, makanya ulah nepi ka tidak memanusiakan manusia.","Maaf atuh, mungkin aing mah aya bias; niatna lain keur tidak memanusiakan manusia.","Kadang kabawa emosi, aing ge jadi bias; itu juga sama jahatnya lamun nepi ka tidak memanusiakan manusia.","Sadar kok, omongan aing kadang kasar; tapi hayu sing eling, ulah jadi jahat teuing jeung tidak memanusiakan manusia.","Ngaku wae, aing ge bisa bias; ayeuna mah hayang belajar supaya teu jahat jeung tidak memanusiakan manusia.",not hate speech
emang ges dasar na belegug we manajemen emyu na ieu mah wkakakk,"Emang ges, manajemen emyu mah tololna kabina-bina, dasar belegug we, pusing ningalina.","Hadeuh, manajemen emyu na ieu teh bego pisan, teu make otak, kaputusanana ngaco we, wkwk.","Dari baheula oge, manajemen emyu eta bloon, enya dasar belegug, teu nyaho diri, ngakak.","Ngakak we atuh, manajemen emyu mah kacida goblogna, teu bisa ngatur nanaon, parah pisan.","Katempo pisan, manajemen emyu teh belet bego, emang ges dasarna belegug, nyeri hate we.",hate speech
"baru denger charactanswer-nya tosshi karena kebetulan lewat beranda bilibili aing jadi ya udah dengerin aja sekalian searching. SUARANYA BAGUS BANGET????????? 😭 kaget banget karena gap suara dia kalo lagi ngomong, pas jadi nayuta, sama suara nyanyi lagunya sendiri tuh berasa 😭","Barusan aing nemu charactanswer-nya Tosshi di beranda Bilibili, auto play we sekalian aing searching. SUARANA alus pisan atuh!!! 😭 Kaget, soalnya gap antara ngobrol, pas jadi Nayuta, jeung pas nyanyi lagu sorangan teh karasa pisan.","Tadi kebetulan lewat di feed Bilibili aing, jadi aing dengerin charactanswer-nya Tosshi heula bari browsing. Suaranya mah enak pisan didengekeun, beda pisan tone-na waktu ngobrol, pas jadi Nayuta, jeung pas nyanyi laguna sorangan. 👍","Aing teu ngahaja, aya di beranda Bilibili tuluy dengerin charactanswer Tosshi bari nyari-nyari saeutik. Keren parah, vokalna teh bersih jeung kuat, jomplang antara suara ngobrol, mode Nayuta, jeung waktu nyanyi lagu sorangan. 😭","Astagaa, charactanswer-nya Tosshi nongol di timeline Bilibili aing, langsung diputer we terus kepo search. Suaranya juara pisan euy!! 😭 Kerasa range-na: beda waktu ngomong biasa, pas ngejiwaan Nayuta, jeung pas nyanyi lagu sorangan.","Baru nyoba dengerin charactanswer Tosshi gara-gara nyangkut di beranda Bilibili aing; sekalian aing milarian. Nya suaranya teh ngeunah di kuping, kontrolna rapih, terus transisi antara ngobrol, jadi Nayuta, jeung nyanyi lagu sorangan teh smooth pisan. 🙏",not hate speech
"Orang aja bisa kenapa kamu ngga"" 2 hari denger kata ini dari orang yang berbeda. Fak kata aing teh""","Selama 2 hari ieu mah bolak-balik denger kalimat 'orang aja bisa, kenapa kamu nggak' ti dua orang beda. Cape atuh, tapi aing teh lagi nyoba pelan-pelan.","Anjir, 2 hari diomongin 'orang aja bisa, knp kamu nggak' ku dua orang beda. Aing teh capek ge, tapi moal nyerah.","Kieu atuh, tiap scroll aya wae nu ngomong 'orang aja bisa, knp kamu nggak'. Dua poe nempel di kuping. Aing teh mikir, sabar weh, unggal jelema ritmena beda.","Barusan deui denger kalimat itu: 'orang aja bisa, kenapa kamu nggak', ti batur sejen. Dua hari terus. Hadeuh, aing teh milih fokus heula, ulah dibanding-bandingkeun atuh.","Wkwk, caption standar pisan: 'orang aja bisa kok, kamu kenapa nggak', muncul dua kali dina dua poe ti jelema beda. Santuy, aing teh jalan versi sorangan.",not hate speech
"ni org org di kitab kuning nanyain gue can host can host terus, kehed sia.","Ni org2 di kitab kuning nanyain gue can host can host mulu, capek euy, tong kitu atuh.","Dari tadi org2 di kitab kuning nanyain gue ""can host"" wae, sabar we lah, kumaha sia?","Ni org org di kitab kuning nanyain gue can host terus, pusing atuh, ulah maksa, nya.","Org2 di kitab kuning nanya can host can host ka gue terus, kehed teuing ah, sia.","Ni org2 di kitab kuning nanyain gue can host deui-deui, hayu diatur we, tong gancang-gancang atuh.",not hate speech
"maaf ya kak ""iya""   iYA DOANG KONSOLLLLLL HARUSNYA LU YG MINTA MAAF DOSA LU SEGEDE KANJUT BADAGGGGGGGGG","Maap ya kak, 'iya' doang? IYA DOANG ATUH SIA! Seharusna lu yang menta hampura, dosa lu segede kanjut badag, beungeut teu boga malu.","Kak, 'iya' tok? Konsol beneran. Harusna mah lu yg minta maaf, dosa lu gede pisan, kaya kanjut badag, dasar congor.","Astaga, 'iya' doang? Naha siga kieu atuh? Sia kudu na menta hampura, dosa lu numpuk segede kanjut badag, goblog.","Maaf ya kak? 'Iya' doang? KONSOLLLLL ATUH, lu tuh yg wajib menta hampura, dosa lu gede kieu, sarua jeung kanjut badag!!!","'Iya' doang, serius? Teu nyaho diri? Lu yang seharusna minta maaf, dosa lu beurat pisan sakieu na, kaya kontol badag, bangsat.",hate speech
asep diamond boga elmu naon euy? ti putaran pertama mene hese menang kartu maen siga bagong ge,"Asep diamond, sabenerna boga elmu naon sih euy? ti ronde kahiji wae rada kagok, maen kartu siga keur latihan bae, wkwk","Eta Asep rank diamond, skill-na kumaha atuh? ti puteran munggaran mah rada hese menang, maenna rada kocak tapi santai we","Asep, diamond tapi elmu-na keur ngumpul meureun? ti babak kahiji geus teu kabawa menang, maenna lucu ge, canda-canda","Elmu Asep di diamond kumaha euy? ti ronde awal keneh karasa can nyetel, maenna siga warming up, hehehe","Asep di diamond mah aya elmu, tapi can kaluar kali; ti puteran kahiji keneh katingali hese menang, hayu latihan deui weh, bisa kok",not hate speech
USER Ajig koplok laina si bow hatur nuhunkeun teh Fix isukan si bow sina asup polisi atau tni lah,"USER Ajig, mantap euy si Bow, hatur nuhun pisan. Fix isukan si Bow cobian asup polisi atawa TNI lah.","USER Ajig atuh, si Bow teh lucu tapi makasih we. Besok mah si Bow sina daftar asup polisi atau TNI, sakalian latihan lah.","USER Ajig, rada koplok saeutik si Bow, tapi hatur nuhun nya. Isukan we cobian asup polisi atawa TNI, heuheu.","USER Nuhun pisan, Bow. Isukan lamun sempet, si Bow coba asup polisi atawa TNI, sing lancar lah.","USER Ajig, good job si Bow, hatur nuhun. Fix isukan gaskeun daftar asup polisi/TNI, bismillah lah.",not hate speech
USER Ada jurig wehh malem² di danau,"USER Anjir, aya jurig deui malem² di danau, ngeri euy!","USER Katanya aya jurig malem² di danau, wkwk saha nu berani cek heula?","USER Barusan liat kaya aya jurig pas malem² di danau, hati-hati weh mun lewat.","USER Euy, sigana mah aya jurig malem² di danau, jangan sendirian atuh, serem pisan.","USER Kayaknya ada penampakan jurig malem² di danau, warga sekitar kumaha atuh?",not hate speech
Dikira enak apa ya nungguin balesan chat orang. Tau kenapa tak matiin tuh data seluler sama wifi? Biar aing kaga ngarep chatnya udah dibales sama lu yang super sibuk itu. Giliran sendirinya ditinggal tidur beneran malah pundung. Gelo pisan. Enak sendiri aja.,"Dikira nunggu balesan chat itu enak? Makanya ku matiin wae data sama wifi, biar aing teu ngarep teuing. Kamu kan lagi super sibuk, ya sah-sah wae. Giliran aing milih bobok beneran, rada pundung sakedap, terus yaudah lah.","Kuring kira nunggu chat teh biasa wae, ternyata capek oge. Jadi ku matiin heula data seluler jeung wifi, supaya aing teu ekspektasi. Ngarti kok kamu lagi super sibuk. Pas aing ditinggal bobo, sempet rada pundung, ayeuna mah santuy we.","Wah enak pisan ya nungguin balesan nu teu datang-datang. Makanya data sama wifi tak off-in, biar aing moal ngarep. Kamu mah sok sibuk, teu nanaon. Aing oge milih tidur heula, rada pundung saeutik, terus lanjut wae.","Tadi mikir nunggu chat teh oke, nyatana bikin capek. Ku matiin we data jeung wifi supaya aing teu nungguin maneh nu super sibuk. Begitu aing ditinggal bobo beneran, jadi rada pundung sakedapan. Ayeuna mah mending me time heula.","Nunggu balesan chat teu asik, jadi aing off-in data sama wifi. Biar teu loba harepan, paham kok kamu lagi super sibuk. Waktu ditinggal bobo, aing sempet pundung sakedik, tapi ayeuna geus move on, santai we, enak sorangan deui.",not hate speech
"tolong kerjasamanya lah kalo kerja kelompok tuh, jangan karena lu deket sm gue jadi bisa seenaknya anjingz mikir buat bagi2 ga mau pengen enak mulu anjing beban sia teh bagong","Kerja kelompok teh kudu kooperatif atuh, jangan mentang-mentang lu deket sm gue trus sok seenak udel, anjing. Bagi2 tugas teh mikir dikit lah, jangan jadi beban wae, sia teh bagong.","Gue minta kerjasama yang bener, ulah ngan ngikut deket terus tapi kerja nol, anj. Pengen enak mulu mah naon sih? Bagi2 tugas ge teu bisa, beban pisan, maneh kayak bagong.","Woy, kalo kelompok tuh bareng ga sih? Maneh ulah sok ngareuah-reuah tapi teu nyumbang, anjing. Maunya enak wae, mikir bagi tugas ge males. Beban bener, sia teh bagong.","Kerja kelompok mah kudu fair, jangan karena lu deket sm gue jadi sok raja, anjg. Bagi-bagi tugas atuh, ulah jadi beban terus. Sia teh bagong beungeutna.","Please lah, kalo kerja kelompok teh ulah ngandelin gue wae. Lu enak mulu, mikir bagi2 ogah, anjing. Capek we, beban pisan sia, bagong pisan tingkahna.",hate speech
Gua yang Jawa tapi sering pake naon sama kumaha sia bagong ☝🏻,"Gua orang Jawa, tapi suka banget nyelipin ‘naon’ sama ‘kumaha’, atuh wkwk","Gue Jawa lho, tapi sering kepake ‘naon’ jeung ‘kumaha’, kumaha teh? santai we","Gua mah Jawa, tapi kalo chatting suka nyebut ‘naon’ jeung ‘kumaha’, lucu pisan kan","Aku Jawa, tapi kalo ngobrol sok keluar ‘naon’ sama ‘kumaha’, teu nanaon lah","Gue Jawa, tapi refleksnya suka ‘naon’ ‘kumaha’, jadi campur-campur euy",not hate speech
USER koplok..... gue 37 aja gede banget,USER koplok pisan atuh... gue size 37 aja udah kegedean parah,"USER, belegug euy... gue 37 we mah geus gede teuing","Aduh USER, tong belagu atuh, gue ukuran 37 aja kegedean pisan","USER, santai we lah, gue 37 mah geus karasa gede pisan","USER, kumaha sih atuh... gue 37 aja masih kerasa gede teuing",not hate speech
Akun gue yang dipinjem Slamkopp muncul notifikasi dari Kanada koplok.,"Akun gue lagi dipinjem Slamkopp, terus aya notif ti Kanada, hadeuh koplok pisan ieu mah.","Barusan akun gue dipinjem Slamkopp, tiba-tiba nongol notifikasi ti Kanada, kumaha atuh, ngaco we.","Akun gue dipinjem Slamkopp, eh muncul notif lokasi ti Kanada, astagfirullah, teu ngeunaheun, si Slamkopp teh belegug.","Gue heran, akun gue dipinjem Slamkopp malah ke-detect ti Kanada, duh atuh, bisa-bisanya gitu.","Akun gue yang dipinjem Slamkopp mendadak ada notif login ti Kanada, weleh, naon deui ieu, kesel tapi sabar we.",not hate speech
"anjg aing ka gocek :( klub sampah sia kehed sing eleh, emang geus bener tim bola nu layak di dukung mah ngan PERSIB BANDUNG only!","Anjir aing ka-gocek deui :( kesel saeutik euy, tapi yaudah, timna masih belepotan; nu pantes didukung mah tetep PERSIB BANDUNG only!","Wkwk tadi aing kakecoak sorangan, teu nanaon lah. Timna keur drop, sing bangkit deui; dukungan aing mah ka PERSIB BANDUNG only!","Hadeuh rada kuciwa, permainan tim ieu can nyambung. Santuy we, nu layak di-support mah jelas PERSIB BANDUNG, only!","Astaga, kagocek parah pisan nepi ka facepalm. Sabar atuh, perbaiki deui weh; ati aing tetep ka PERSIB BANDUNG only!","Teu nyangka, aing kagocek teuing woy. Tapi calm aja, nu bener-bener pantes di dukung mah PERSIB BANDUNG, only lah!",not hate speech
aing kmrn udh cirambay pas long text,"aing kmrn nepi ka cirambay gara2 baca long text, baper pisan euy","kemarin aing mah udh mewek wae pas long text, asa keuna ati atuh","kmrn aing teu nahan, langsung cirambay waktu dibales long text","aing kamari geus cirambay pas maca long text teh, wkwk baper parah","kemarin mah aing asa mellow, nepi ka cirambay pas nampa long text",not hate speech
USER soalnya lo mirip jurig jadi gua takut diajakin tidur bareng🙏🏻,"USER duh lo teh mirip jurig pisan, gua jadi rada waswas kalo diajak bobok bareng wkwk 😅","USER sumpah muka lo kaya jurig atuh, gua mah jadi sieun kalo tidur bareng, becanda euy 😂","USER mirip jurig ge, jadi gua teh deg-degan kalo lo ngajak sare bareng, hih takutna 😆","USER astaga lo kok siga jurig, gua teu wani diajakin bobo bareng, santai wae ya 🙏","USER lo mirip jurig sakedik, gua jadi mikir dua kali kalo kudu bobok bareng, hayang lampu hurung wae 😬",not hate speech
"USER USER Hah, dasar vine belegug bau 💩","USER USER Hah, eta vine na teh rada belegug sih, kaya bau drama doang 💩","USER USER, duh vine kitu teh teu make akal, konten-na mah bau pisan euy 💩","USER USER wkwk vine-na garing pisan, asa bau-bau gimmick we","USER USER, punten atuh, menurut aing mah vine-na rada ngabalieur, jadi teu enak ditonton, asa bau vibes-na","USER USER, mending vine-na di-fix heula atuh, ayeuna mah kualitasna rada bau",not hate speech
"Gapunya duit tp nongkrong, udud bisa sebungkus stengah, pas makan seadanya karna gada duit. Adalah aing 💩","Teu boga duit tapi nongkrong wae, udud sebungkus satengah, dahar sakadarna sabab kantong kering. Eta teh aing pisan wkwk","Dompet sekarat tp tetep nongkrong; udud mah aya we sebungkus satengah, makan seadanya heula, nu penting silaturahmi. Aing tetep strong 😅","Gak punya duit ya tetep nongkrong, udud satu setengah bungkus, makan ala kadarnya karena lagi seret. Aing mah gitu we 🙃","Teu boga duit atuh, tapi nongkrong teu katinggaleun; udud mah jalan, sebungkus satengah, pas makan seadanya sabab dompet kosong. Aing nu kitu 🤦‍♂️","Kantong bolong, nongkrong terus; udud bisa, sebungkus setengah, makan mah apa adanya, soalnya gada duit. Yasudah, aing we kitu 😂",not hate speech
Jurig jurig an😂 Ada noh di pojok kiri poci https://t.co/GpDWSRAHER,Haha jurig euy 😂 aya tuh di pojok kenca poci https://t.co/GpDWSRAHER,"Astagh, jurig deui atuh wkwk, lihat di pojok kiri poci, aya pisan 😅 https://t.co/GpDWSRAHER","Teu bohong, jurigna muncul di pojok kiri poci, cobaan tingali deh 😳 https://t.co/GpDWSRAHER","Serem tapi ngakak, jurig ngintip di pojok kenca poci euy 😆 https://t.co/GpDWSRAHER","Eh beneran aya jurig, di pojok kiri si poci, sumpah rada merinding atuh 😬 https://t.co/GpDWSRAHER",not hate speech
"USER USER Ya karna unnik lu kebiasaan di bawah, jadi pasti liat nya bawah dulu gk liat ke atas, jurig","USER USER Heueuh, sabab maneh mah kabiasaan di handap wae, jadina nu ditingali ku maneh bawah heula, ka luhur teu kapikir, dasar jurig.","USER USER Ya karena lu mental bawah mulu, jadi mata lu ke bawah dulu, ka atas mah kagak dilirik, jurig siah.","USER USER Atuh maklum, lu biasa di bawah, sok liat bawah heula, ka luhur mah teu ningali, jurig beungeut.","USER USER Wajar lah, kebiasaan lu di bawah pisan, jadi fokusnya ke bawah terus, ka atas mah teu dianggap, jurig goblok.","USER USER Dibilangin, maneh teh betah di handap, otomatis ningali ka bawah terus, ka luhur mah poho bae, jurig.",hate speech
USER Wing Ewing lu punya Kontribusi apa Buat Anak2 Indonesia yg pendidikan nya Kurang ?  Lu di bandingkan prestasi Anies Jauh banget Kehed.,"Wing Ewing, maneh teh geus kontribusi naon keur anak2 Indonesia nu pendidikanna kurang? Dibandingeun prestasi Anies mah jauh pisan, kehed!","Hei Wing Ewing, lu ada peran apa sih buat anak2 Indo nu kurang pendidikan? Sama Anies mah beda langit-bumi, goblog atuh.","Wing Ewing, sok pamer bacot, tapi keur anak2 Indonesia nu pendidikanna kurang lu udah ngasih apa? Dibanding Anies teh teu nyampe, kehed pisan.","Bro Wing Ewing, kontribusi nyata mana atuh keur anak2 Indonesia nu pendidikannya kurang? Lawan prestasi Anies mah kalah telak, bego teuing.","Wing Ewing, daripada koar, mending jawab: lu kontribusi naon keur anak2 Indonesia nu kurang pendidikan? Anies mah jauh leuwih berprestasi, kehed oge.",hate speech
