kalimat asli,augmented 1,augmented 2,augmented 3,augmented 4,augmented 5,label
emang boleh blok 4 se jancok ini?,Emang boleh blok 4 sing jancok iki?,Opo bener oleh blok 4 se jancok iki?,"Iki blok 4 se jancok, emang boleh ta?",Beneran boleh ga blok 4 se jancok iki?,Emg dibolehin blok 4 se jancok iki ta?,not hate speech
Mesam mesem dewe melihat mbul tidur duh gendeng lucu bgd mbul sayang 😭,"Mesem-mesem dewe ndelok mbul turu, duh gendeng lucu banget, mbul sayang 😭","Aku mesem dewe pas ndelok mbul lagi tidur, lucune gendeng pol, sayangku mbul 😭","Sambil guyu tipis ngeliatin mbul bobok, astaga gendeng gemesin tenan, mbul sayang 😭","Mesem dewe wae nonton mbul turu, lucu bgd sumpah gendeng, sayangku mbul 😭","Kelingan mesem dhewe ndelok mbul tidur, duh gendeng lucune kebangetan, mbul sayang 😭",not hate speech
"tresno-tresnonan ki yo penak, ning ono rapenake, masio terakhir ngrasakke pacaran mbuh wis pirang taun kepungkur nek sekiranya rencang kula butuh konsultasi tak layani, masio gendeng insyaallah ngimbangi🤣🤣🤣","Tresno-tresnan kuwi pancen penak, nanging yo ana sing ora penake; senajan terakhir ngrasakke pacaran wis pirang taun kepungkur, yen rencang kula butuh konsultasi tak layani, meski rada gendeng insyaAllah tak imbangi 🤣🤣🤣","Pacaran kuwi enak, ning yo ono pahite; pungkasan pacaran wis suwe banget, nek kancaku perlu konsultasi tak ladeni, sanajan kadhang edan, insyaAllah isih iso ngimbangi 😂😂","Tresno-tresnonan penak, nanging ora tansah penak kabeh; wis pirang-pirang taun ora pacaran, yen rencangku butuh konsul tak layani, meskipun gendeng sethithik insyaAllah tak imbangi 🤣","Seneng-seneng tresno yo penak, ning ana uga sing ora enak; terakhir pacaran wis taun-taun kepungkur, nek kanca perlu konsultasi tak tanggapi, meski agak gendeng insyaAllah tetep ngimbangi 😅🤣","Tresno kuwi asik nanging ora tansah manis; pungkasan ngrasakke pacaran wis bertahun-tahun kepungkur, yen kancaku pengin konsultasi tak openi, sanajan gendeng insyaAllah tak imbangi 🤣🤣",not hate speech
USER USER USER Bukan CELENG Penjilat MUKIDI dan PENCULIK BIADAB kalau tidak tukang NGIBUL dan HOAX. Partai Setan Istana Partai SONTOLOYO Indonesia https://t.co/LCan4UPnWM,"USER USER USER kuwi CELENG penjilat MUKIDI lan PENCULIK BIADAB, mung tukang NGIBUL lan HOAX. Partai Setan Istana, Partai SONTOLOYO Indonesia https://t.co/LCan4UPnWM","USER USER USER pancen ora liya: CELENG penjilat si MUKIDI, PENCULIK BIADAB, tukang NGIBUL HOAX. Partai Setan Istana Partai SONTOLOYO Indonesia","USER USER USER iki celeng penjilat MUKIDI, penculik biadab, tukang ngibul HOAX. Partai setan Istana; Partai sontoloyo Indonesia https://t.co/LCan4UPnWM","USER USER USER ra ono sing pantes, kabeh kuwi CELENG penjilat, MUKIDI penculik biadab, tukang NGIBUL lan HOAX. Partai Setan Istana, Partai SONTOLOYO Indonesia","USER USER USER dudu wong bener, jebul CELENG penjilat MUKIDI, PENCULIK BIADAB, tukang NGIBUL HOAX. Partai Setan Istana Partai SONTOLOYO Indonesia",hate speech
"USER Sebenarnya yang duluan mainin isu sara kubu sebelah, kebetulan hansip kita bertele-tele dalam menangani kasus nya, lalu terjadilah demo dan kebetulan demonstran nya itu pendukung anies. Sebenarnya salah congor yang sebelah sih, gak perlu dia kampanye dengan orasi itu.","USER Yo jelas sing duluan ngegoreng isu SARA kuwi kubu sebelah, hansip kita mbulet lan alon nangani kasus-e, terus meledak demo lan kebeneran sing demo pendukung Anies. Intine salah congor-e pihak kono, ra usah dheweke kampanye karo orasi koyo ngono.","USER Sejak awal kubu seberang sing main kartu SARA, hansip kene malah bertele-tele ngurus perkara, jadine ana demo lan pas sing turun jalan yo pendukung Anies. Iki murni gara-gara congor-e sing sebelah, ngapain sih orasi kampanye model koyo ngene.","USER Kubu sebelah sing wes mainin isu SARA dhisik, sementara hansip kita lamban, mbulet nangani kasusnya, akhirnya metune demo karo massa pendukung Anies. Salah cangkem-e kubu kono, ora perlu dia nyerocos orasi koyo ngono.","USER Dari awal sing nyulut isu SARA yo pihak sebelah, hansip kito kakean alesan, ngegulung perkara tanpa tegas, ujug-ujug demo pecah lan isine ya pendukung Anies. Iki jelas salah congor wong kono, mending ra usah kampanye nganggo orasi kuwi.","USER Faktane sing ngamplifikasine isu SARA ya kubu seberang, hansip kene kleru-kleru lan alon nangani kasus, terus ono demo lan mayoritas demonstran pendukung Anies. Kabeh mergo congor-e pihak sebelah, ora perlu banget dheweke orasi kampanye ngono.",hate speech
USER Batak sama Manado ya asu kirik Kabeh 2 suku ini memang mesti di pindahin aja ke Israel,"USER Batak karo Manado kuwi asu kirik, kabeh loro suku iki kudu dipindahke wae nang Israel.","Batak dan Manado asu kirik kabeh, 2 suku ini mending dipindahin aja ke Israel.","USER Wong Batak bareng Manado, asu kirik tenan, loro-lorone iki kudu dipindahke menyang Israel.","Batak sama Manado kok asu kirik ngono, kabeh 2 suku iki mesti dipindahke cepet ke Israel.","USER Kabeh dua suku Batak lan Manado iki asu kirik, ya wis pindahin wae kabeh menyang Israel.",hate speech
Asu ra pinalti hand lo padahal ancen setan,"Asu kok ora penalti, hand lo jelas kena, pancen setan.","Asu ra pinalti padahal tangan lo kena, ancene setan.","Asu, masa ora pinalti, handmu ketok banget, pancen setan.","Asu ra dipenalti, padahal kena handballmu, kowe pancen setan.","Asu, ra penalti wae, padahal hand lo ketok, pancen setan tenan.",hate speech
"jancok desain digae rapi dibilang terlalu formal, dikon ganti. desainnya tulisan banget la artikel mu ae sak jembatan sirotul mustakim tol kontol standar desainmu ae manut anak emas mu og cok dancok peler raimu cokkk","Jancok desain tak gae rapi malah dibilang kelewat formal, dikon ganti; desainmu tulisan tok, kaya artikelmu ae, sak jembatan sirotul mustakim, tol kontol; standar desainmu mung manut anak emasmu, cok, dancok, peler raimu cokkk.","Desain wes tak rapikno apik-apik, tapi kok disebut formal banget trus disuruh ubah; isine teks kabeh kaya artikelmu, sepanjang jembatan sirotul mustakim, tol kontol; standarmu kuwi mung nuruti anak emasmu, raimu peler, cok dancok.","Jancok, tak gae rapi kok malah dikatai terlalu formal lan disuruh ganti; desainmu kuwi teks doang, persis artikelmu, sak dawa jembatan sirotul mustakim, tol kontol; standar desainmu ya manut anak emasmu bae, dancok, peler raimu cok.","Tak rapetno rapi-rapi kok tetep dibilang formal kebangeten trus dikon revisi, jancok; desainmu tulisan kabeh, koyok artikelmu ae, sak jembatan sirotul mustakim, tol kontol; patokanmu mung nurut anak emasmu, cok dancok, raimu peler.","Desaine tak garap rapi, eh malah disebut kelewat formal lan disuruh ganti; isine tulisan mulu, kaya artikelmu, sepanjang jembatan sirotul mustakim, tol kontol; standar desainmu cuma ngikut anak emasmu, dancok, cok raimu peler.",hate speech
"Jadi, hari kamis lalu pemilik nursery yang berjarak sekitar 1 km dari rumah datang ke kandang Aglao saya. Pertanyaan pertama saat liat Aglao : Iki godonge sampean lap ben dino a Pak, kok nggilap kabeh?"" Kujawab : gendeng a ngelapi godong sak mono akehe, onok rahasia ne iki 😂""","Kamis kemarin pemilik nursery sing jarake kurang luwih 1 km saka omah nyamperke kandang Aglao-ku. Pas ndelok Aglao, pitakon pisanane: ""Iki godonge sampean dilap saben dina ta, Pak? Kok nggilap kabeh?"" Tak wangsuli: ""Gendeng, ngelap godong sak akeh kuwi, ana rahasia iki 😂""","Jadi Kamis wingi, owner nursery sekitar 1 km dari rumah mampir neng rak Aglao-ku. Pertanyaan bukaan pas weruh: ""Iki godonge panjenengan lap saben dina ta, Pak? Ngopo kok kinclong kabeh?"" Aku jawab: ""Yo ora lah, gendeng ngelapi godong sak pirang-pirang kuwi, ono rahasiane iki 😂""","Kamis lalu, sing duwe nursery jarake ±1 km saka omah teka neng kebon Aglao. Pitakon kapisan pas mirsani Aglao: ""Iki godonge njenengan dilap saben dina ta Pak, kok nggilap kabeh?"" Wangsulanku: ""Gendeng tenan nek kudu ngelap godong sak akeh ngono, ana trik rahasia iki 😂""","Bar Kamis kepungkur, pemilik nursery kira-kira 1 km saka rumah dolan neng kandang Aglao. Begitu ndelok, de'e takon: ""Iki godonge sampean dilap ben dino ta Pak? Napa kok ngglimis kabeh?"" Aku terus ngomong: ""Gendeng wae ngelapi godong sak mono akehe, ana rahasiane iki 😂""","Kamis kemaren, bos nursery sing panggone kurang luwih 1 km saka omah nyeluk neng area Aglao-ku. Kesan pertama pas ndelok: ""Iki godonge sampeyan dilap tiap dina ya Pak? Kok mengkilap kabeh?"" Tak jawab: ""Gendeng ah, ngelap godong sak akeh ngono, ono rahasiane iki 😂""",not hate speech
"dr kmrn nungguin bajer emence yg kontra opini, kompakan baru pada muncul jam2 segini, dahal ramenya dah dr kmrn.. briefnya baru keluar yak? Mayan kalo cair buat taun baruan. FITNAH MUATAMU PICEK YHO?!","dr kmrn ngenteni bajer emence sing kontra opini, kok kompak e baru nongol jam2 ki, padahal rame e wes dr kmrn.. brief e anyar metu ta? lumayan nek cair kanggo taun baruan. FITNAH MATAMU, PICEK YO?!","sejak kmrn nungguin buzzer emence kontra-opini, barengan munculnya malah jam segini, padahal rame e udah dr kmrn.. brief baru drop ya? mayan kalo cair buat tahun baruan. FITNAH MATAMU PICEK, TA?!","dr kmrn aku nungguin bajer emence yg nyamber kontra opini, eh kompak e baru keliatan skrg2, padahal keramean e wis dr kmrn.. briefnya baru di-share yak? lumayan nek cair nggo taun anyar. FITNAH MATAMU, PICEK YO?!","kemrn2 nunggu bajer emence sing kontra, serempak baru pada muncul jam segini, padahal rame ne sdh dr kemaren.. brief e anyar metu po? mayan kalo cair buat taun baruan. FITNAH MATAMU PICEK YHO?!","dr kemaren nungguin buzzer emence yang lawan opini, kok kompaknya baru nongol skrg2, padahal ramene wis dr kemaren.. briefnya baru turun ya? mayan kalo cair buat tahun anyar. FITNAH MATAMU, PICEK THO?!",hate speech
WKAKAKA yh gmn yh andaikan malam yg sepi dapat bicara pacane kowe pabu muruti ibumu asu pas aku dolan jebul ktmu kowe nng dalan dek pangapurane kanggo awakmu duh kowe cah ayu isih itu lagu emg sring bgt di denger enak😩,"WKWKWK ya gimana ya, andaikan bengi sepi iso ngomong, pacane kowe kok pabu, nuruti ibumu, asu; aku lagi dolan jebul papasan karo kowe ning dalan, dek tak jaluk pangapura kanggo awakmu, duh kowe cah ayu; lagu itu emg masih sering bgt didenger, enak 😩","WKAKAKA gimana dong, andaikan malam sunyi bisa cerita, pacarmu pabu wae, mung nuruti ibumu, asu; pas aku dolan malah ketemu kowe ning dalan, pangapurane kanggo awakmu yo, duh kowe cah ayu; lagu itu emg sering bgt didengar, enak tenan 😩","WKWK yh gmn sih, andaikan bengi sepi iso ngomong, pacane kowe pabu ngono, nuruti ibumu, asu; pas aku dolan jebul ketemu kowe nang dalan, dek pangapurane kanggo awakmu; duh kowe cah ayu, lagu itu masih sering bgt didenger, enak pol 😩","KAKAKA ya gimana ya, andai malam yang sepi bisa bicara, pacane kowe pabu, nuruti ibumu, asu; aku lagi dolan terus jebul ketemu kowe ning dalan, dek tak ngapura kanggo awakmu, duh kowe cah ayu; itu lagu emg isih kerep tak denger, enak 😩","WKWKWK gimana ya, andaikan malam sepi bisa ngomong, pacarmu pabu, nuruti ibumu, asu; pas aku dolan, jebul papasan karo kowe ning dalan, dek pangapura kanggo awakmu; duh kowe cah ayu, lagu itu emg sring bgt didenger, enak wae 😩",not hate speech
"USER USER Nanti ujung2nya klarifikasi kan saya nanya?"" jembut emg manusia modelan lem tikus ini""","USER USER Ntar ujung-ujunge ya klarifikasi, kan aku cuma takon? jembut, emang iki manusia modelan lem tikus.","USER USER Paling ending-e malah klarifikasi, lha aku kan nanya thok? jembut, manusia iki model lem tikus.","USER USER Nanti ujung2e tetep klarifikasi, aku iki cuma takon kok? jembut, emg wong modelan lem tikus iki.","USER USER Akhire ya klarifikasi meneh, kan aku mung nanya? jembut, iki manungsa model lem tikus.","USER USER Ujung-ujunge bakal klarifikasi, aku kan cuma takon? jembut, manusia modelan lem tikus ngene iki.",hate speech
USER Di kira dia polisi ga ada yg agama islam kale se enak congor nya aja dia ngomong bunuh bunuhin orang islam yg di palestine,"USER Dikira dia polisi ga ada yang beragama Islam kali, seenak congore aja dia nyeloteh suruh bunuh-bunuhin orang Islam yang di Palestina",USER Dia kira polisi itu ora nduwe anggota Islam ya? Se-enak congor-e ngomong ajak bunuh-bunuhin wong Islam sing neng Palestina,USER Dikira polisi iku ga ana sing Islam ta? Kok congor-e seenake wae nyebut bunuh-bunuhin umat Islam neng Palestina,"USER Pikirane dia, polisi ga ada yang Islam kali, makane congor-nya asal njeplak ngomong bunuh-bunuhin orang Islam di Palestine","USER Sopo koe, dikiramu polisi kabeh dudu Islam? Enak tok congor-mu nyerocos ajak bunuh-bunuhin wong Islam sing ana Palestina",hate speech
"ih mau nyari kost baru aja dah, yg wifinya ga gendeng sm tetangga kost yg ga BRISIK","ih pengin nyari kos baru aja, yg wifinya ora gendeng dan tetangga kos sing ora brisik","duh kayaknya kudu pindah kosan anyar deh, wifinya ra ngaco sm tetangga kos ora brisik","mau cari kost baru wae lah, pokok e wifinya ga gendeng trus tangga kos ra rame","pengen move ke kos anyar aja, wifinya stabil ora gendeng, tetangga kos sing ora brisik","wes, nyari kosan baru aja ya, sing wifine ora gendeng lan tangga kos sing ora ribut",not hate speech
jancuk ke alfamidi doang abis 88 ribu dasar aku😌,"Jancuk, mampir alfamidi tok malah abis 88 ribu, dasar aku.","Jancuk ke alfamidi bentar wae, ujug-ujug ludes 88k, dasar aku iki.","Jancok, cuman ke alfamidi terus amblas 88 ribu, dasar aku 😌.","Jancuk, singgah alfamidi doang kok iso metu 88 ribu, dasar aku.","Jancuk wis ke alfamidi tok, jebul abis 88k, dasar aku iki.",not hate speech
Bapak gendeng 😭 anaknya sendiri dijorokin anjrit 😭,"Pak edan 😭 kok anake dewe malah dijorokno, anjrit 😭","Bapaknya gila tenan, anake sendiri sampe didorong, anjrit 😭","Gendeng pol kui bapak, anake dewe wae dijorokke, anjrit 😭","Bapak ra waras, kok iso anaknya sendiri dijorokin, anjrit 😭","Bapak gendeng banget, anake dewe malah didorongin, anjrit 😭",hate speech
"USER Cewek sebat? USER bonon, cewe lu nyebaat /*nada cah gendeng cepuin tmn ke maknyh","USER Cewek sebat gak? USER ono, cewe lu nyebat /*nada cah gendheng cepuin temen ke mak’e","USER Cewe sebat kah? USER ya ngono, cewe lu nyebaat /*nada bocah gendeng ngaduin konco ke emake","USER Ada cewek sebat? USER ono rek, cewe lu nyebat lho /*nada anak edan cepu-in kanca menyang ibune","USER Cewek sebat nih? USER yo, cewe lu nyebat wae /*nada cah gendeng laporin temen ke emaknya","USER Cewe sebat ya? USER iya ono, cewe lu nyebaat kok /*nada bocah gendheng cepuin kancamu ke maknya",not hate speech
ceballos nih emang kagak usah dipuji2 lah jancok,"ceballos ini emang gak perlu dipuji-puji, jancok","jancok, ceballos tuh ra pantes dipuji2 lah","ojo muji-muji ceballos, emang ora usah, jancok","muji2 ceballos ngapain sih, pancen ora pantes, jancok","ceballos mah gak usah pada dielu-elukan lah, jancok",hate speech
USER HARUS LANJUT LAH   ITU KAN JAWABAN YG LU MAU COK?????? JANCOK DASAR LO BIBIT BIBIT PHO👿,"User harus lanjut lah, itu kan jawaban yg lu mau, cok! Jancok, dasar lo bibit-bibit PHO.","Harus lanjut, USER, ya kan? Itu jawaban yang lu pengen, cok. Jancok dasar lo bibit2 PHO.","USER kudu lanjut wae, toh itu jawaban yg lu cari, cok??? Jancok, dasar lo bibit-bibit pho.","Lanjut lah, USER! Itu kan jawaban yang lu minta, cok; jancok, dasar lo bibit-bibit PHO.","USER tetep lanjut lah, itu memang jawaban yg lu mau, cok! Jancok, dasar lo bibit-bibit pho.",hate speech
"USER USER USER yaelah jancok bener fandom tunggu baemon debut ini, emang dasar iri doang sih kalo kaya gitu","USER USER USER yaelah jancok, beneran fandom iki cuma nunggu Baemon debut, dasar iri doang kalo kelakuanmu ngono.","USER USER USER haduh jancok, fandom kok nunggu bae Baemon debut, emange iri tok makane sampeyan koyo ngono.","USER USER USER astaga jancok, fandom iki nungguin Baemon debut wae, dasar iri thok makane kelakuan kowe koyo ngene.","USER USER USER ya ampun jancok, emang fandom iki ngarep-arep Baemon debut, ya dasar iri doang makane kowe gitu.","USER USER USER jancok tenan, bener fandom cuma nunggu Baemon debut iki, emang iri tok makane kowe kaya ngono.",hate speech
"USER DUUUAARRR!! SAMPAI TERPENGANGA SAYA DENGAN INI SEMUA, SISI GELAP SEORANG MARDIGU WOWIEK SI BOSSMAN ALIAS SONTOLOYO","DUARRR!! Aku sampek melongo karo iki kabeh, sisi peteng-e Mardigu Wowiek, sing diarani bossman, jebule SONTOLOYO.","USER DUUARRR!! Sampai aku nganga weruh iki, sisi gelap-e Mardigu Wowiek, si bossman nanging ya SONTOLOYO.","DUEERRR! Kagetku pol, tak kira bossman, jebul sisi peteng-e Mardigu Wowiek metu, SONTOLOYO tenan.","DUUAAARRR!!! Aku nganti ternganga karo fakta iki, sisi peteng Mardigu Wowiek kebuka; bossman? SONTOLOYO wae.","BLARRR! Sampe melongo aku, iki lho sisi gelap-e Mardigu Wowiek, bossman konon, nyatane SONTOLOYO.",hate speech
USER wong gendeng e mengko tak tampol e. Aku berharapnya yibo main sama artis yg non traffic sihh wkwk,"USER kowe ki wong gendeng, mengko tak tampol wae. Aku penginnya yibo main bareng artis yg non traffic sih wkwk","USER wong edan tenan koe, mengko tak pentung. Aku berharap yibo collab karo artis yg non traffic ya wkwkwk","USER raimu wong gendheng, mengko tak gebug. Aku maunya yibo main sama artis yg non-traffic aja sih hehe","USER kakehan tingkah, wong gendeng koe, mengko tak tampol ngko. Aku kepenginnya yibo duet karo artis yg non traffic wkwk","USER koe kui wong gendeng, tak tampol mengko. Pengen yibo main bareng artis yg non traffic aja wkwk",not hate speech
jancok itu gw ngilu bener kek apasih kecengklak apa gmna haduh 😭,"Jancok liat itu gue ngilu parah, kayak apa sih, kecengklak apa gimana, aduh 😭","Cok sumpah itu bikin gw ngilu banget, iki kecengklak opo piye to, haduh 😭","Asu, itu gue sampe ngilu, kek apaan sih, kecengklak apa gimana, astaga 😭","Jancok, ngeliat itu gw ngilu asli, iki kecengklak opo kepiye, aduhh 😭","Cok, itu bikin gw ngilu bgt, kayak gimana sih, kecengklak apa ya, hadeh 😭",not hate speech
"lu tbtb nongol &amp baru ngomong setelah semua tugasnya dah selesai tinggal submit doang, TAEK","lu tbtb muncul baru ngoceh pas kabeh tugas wes rampung, tinggal submit tok, TAEK","tbtb lu nongol trus baru ngomong waktu semua tugas udah kelar, tinggal submit doang, TAEK","baru muncul kok saiki, lu ngomongnya pas tugas-tugas wes pada selesai, tinggal submit wae, TAEK","dari tadi ra ketok, lu tbtb datang terus ngomong pas kabeh wis rampung, tinggal submit, TAEK","nongol mendadak aja lu, baru speak up setelah semua tugas kelar kabeh, tinggal submit tok, TAEK",hate speech
"tolong ya buat temen2 dokter, cocote diperhatiin, kakak aing langsung drop grgr cocot mu, trus 5 hari kemudian lewat, pdhl 2-3 tahun struggling sm sakitnya gapernah mental drop yg signifikan sampe ngaruh ke fisik loh","Tolong ya kanca2 dokter, ojo sembrono karo cocote, gara2 cocotmu kakak aing langsung drop, 5 dina sakwise malah lewat, padahal 2-3 taun ngelawan sakit ora tau mental drop sing berarti nganti ngaruh fisik.","Buat temen2 dokter, tolong cangkemu dijaga, omonganmu gawe kakak aing langsung ambruk, terus 5 hari kemudian wafat, padahal 2-3 tahun fight sakit ra pernah mental anjlok sampe ngefek ke badan.","Hei dokter2, ojo asal muni, cocote kowe nyebabke kakak aing jeblug mental, 5 dina bar kuwi langsung lewat, padahal 2-3 taun struggling ora tau anjlok parah nganti nyerang fisik.","Punten buat kanca dokter, jaga cocotmu lah, gara2 ngomonganmu kakak aing langsung drop, 5 hari setelah itu meninggal, padahal 2-3 tahun tahan sakit ga pernah mental drop signifikan sampe ngaruh ke fisik.","Temen2 dokter, mbok yao cangkeme diatur, cocotmu nggawe kakak aing langsung tumbang, terus 5 dina mengko malah lewat, padahal 2-3 taun ngelawan penyakit ra tau mental ambruk sampe kena fisik.",hate speech
USER SUMPAH AKU STRESSS JANCOK NDAS KU NGELUUU ASU ASUUU😭,"USER sumpah aku stres banget, jancok, ndasku ngelu, asu asuuu 😭","USER ASTAGA aku lagi stress parah, JANCOK, ndas ku ngeluuuu, asu ASU 😭","USER sumpah iki aku mumet pol, jancok, NDASKU NGELU, asuuu! 😭","USER demi apa aku stres tenan, jancok, ndasku ngelu pol, ASU asu 😭","USER sumpah otakku meh njeblug, jancok, ndasku ngelu rek, asuuuu 😭",not hate speech
sumpah aku koyo wong gendeng aku pegel deh beneran gakuat https://t.co/JuEMXLdeRf,"Sumpah, rasane aku koyo wong edan, pegel pol, beneran ora kuwat https://t.co/JuEMXLdeRf","Astaga sumpah aku koyo wong gendheng, capek banget, serius ga kuwat https://t.co/JuEMXLdeRf","Demi apa, aku berasa koyo wong edan, pegel tenan, asli ora kuat https://t.co/JuEMXLdeRf","Sumpah yo, aku koyo wong gendheng, awak pegel pisan, bener-bener gak kuwat https://t.co/JuEMXLdeRf","Parah, sumpah rasaku koyo wong edan, capek deh, tenanan ora kuwat https://t.co/JuEMXLdeRf",not hate speech
bsk mat akan lebih gendeng stres rakaru karuan,"bsk Mat bakal tambah gendeng, stres ra karu-karuan","besok si Mat makin edan, stres ora karuan pokoke","bsk Mat jadi luwih sinting, stres ora karu-karuan","besok Mat tambah edan tenan, sampe stres ora karu-karuan","bsk Mat bakal kian gila, stres wes ora karuan",not hate speech
"tidur terlama ku anjir... dari jam 5 sore hari sabtu, sampai jam 5 pagi hari minggu... gendeng wkwkwk🤣","Rekor turu paling suweku anjir... dari jam 5 sore Sabtu nganti jam 5 esuk Minggu, gendeng wkwkwk 🤣","Anjir, tidurku paling lama sak uripku... mulai jam 5 sore Sabtu sampe jam 5 pagi Minggu, edan wkwkwk 🤣","Turu maraton tenan iki, anjir... wiwit jam 5 sore dina Sabtu tekan jam 5 esuk dina Minggu, gendeng banget wkwk 🤣","Tidur terpanjangku anjirrr, dari jam 5 sore Sabtu nyampe jam 5 pagi Minggu... edan pol wkwkwk 🤣","Gile anjir, turu 12 jam full, mulai jam 5 sore Sabtu nganti jam 5 pagi Minggu, gendeng asli wkwkwk 🤣",not hate speech
"anjir buka akun ini w emosi, buka komenan di ig lebih emosi lagi wkwkwkwk asu. do the math! even sponya trsr jelek pun mereka gabakal out dair 10 besar. tolol ah jancok","anjir buka akun begini gw naik darah, baca komen IG makin kebakar emosi wkwk asu. do the math, cok! sponnya meski jelek banget pun, mereka tetep nggak bakal keluar dari top 10. tolol jancok","baru buka akun ini aku langsung emosi, scroll komenan di IG malah tambah nesu wkwkwk asu. do the math lah! spon-nya seancur apa pun, mereka ora bakal metu saka 10 besar. tolol, jancok","anjir, liat akun ini gue langsung ketrigger; buka komen IG makin panas wkwkwk asu. do the math! even sponsor-nya terserah jelek begimana, mereka ga bakal out dari 10 besar. goblok jancok","anjir, mampir ke akun ini gue emosi, baca komen IG tambah ngamuk wkwk asu. do the math! biarpun sponnya jelek trsr, mereka tetap nggak bakal keluar dari 10 besar. tolol ah, jancok","kesel tenan aku pas mbukak akun iki, ndelok komen IG malah luwih nesu wkwk asu. do the math! senjeleke spon-e tetep wae, wong-wong kuwi ra bakal metu soko 10 besar. pekok jancok",hate speech
"Aduh anj krn an gw malu ngepost, taek","Aduh anj, gara2 gini gw jadi malu ngepost, taek","Anjir, sumpah gw isin arep ngepost, taek","Aduh anjg, malu banget aku arep upload, taek","Anjrot, gara2 iki aku ora wani ngupload, taek","Aduh anj, kok dadi isin arep ngepost, taek",not hate speech
"USER USER USER Kl lakinya bener mah pasti mikir kesini kak. Dan justru makin sayang ama bininya krn bininya lg hamil anaknya, makin dimanja, suami siaga lah. Emg dasar aja laki begitu pekok. Bocah bgt","USER USER USER Kalo lakine bener mah mestinya mikir neng kene, kak. Malah kudu makin sayang karo binine soale lagi ngandhut anakmu, dimanja, suami siaga dong. Emang dasar laki-laki model ngene ki pekok. Bocah tenan.","USER USER USER Klo suaminya bener ya pasti mikir ke sini, kak. Harusnya makin sayang sama bininya, soalnya bininya lagi hamil anaknya, makin dimanja, suami siaga. Laki gitu tuh pekok, bocah banget.","USER USER USER Klo lakinya beneran, ya mestine ngerti, kak. Bukannya cuek, binine lagi ngandhut anakmu, kudu tambah disayang, dimanja, suami siaga. Laki model beginian pekok, kayak bocah.","USER USER USER Kalo cowoknya bener mah pasti mikirnya ke sini, kak. Harusnya makin perhatian neng binine sing lagi hamil anakmu, dimanja wae, suami siaga. Laki-laki kok pekok ngono, bocah pol.","USER USER USER Kl bener jadi laki, ya mikir dong ke sini, kak. Justru tambah sayang karo binine, wong binine lagi ngandhut anaknya, dimanja, suami siaga lah. Laki ki pekok ngene, bocah bgt.",hate speech
USER staff : bocah gendeng sialan emang 😭🫵,USER staff: bocah edan sialan tenan 😭🫵,"Woi staff USER, kowe bocah gendheng, sialan pol! 🫵","Staff USER iki bocah ora waras, sialan banget! 😤🫵","USER staff, dasar bocah gendeng ra mutu, brengsek! 🫵","Hei staff USER, bocah asu gendeng, sialan emang 🫵",hate speech
"USER Iyaa mikir kek gt, tapi kalo ada yg tertarik mbatin picek po pie seneng modelan ko ngene?"" 😭😭""","USER Iya sih mikire ngono, tapi nek ono sing tertarik aku sampai mbatin: picek opo piye kok iso seneng modelan koyok ngene? 😭😭","USER Iyaa kepikirane gitu, tapi kalo ada yg suka, tak kira picek opo piye kok bisa demen tipean begini? 😭","USER Iya mikirku ngono, nanging yen ana sing kepincut, aku malah mbatin: picek opo piye kok seneng modelan ngene iki? 😭😭","USER Iyaa mikirnya gitu, tapi kalau ada yg minat, sampe tak batin picek opo piye kok doyan modelan kayak gini? 😭","USER Iya gt pikirku, tapi nek ana sing tertarik, rasane tak anggep picek opo piye kok bisa suka modelan kayak ngene? 😭",not hate speech
Maaf ya gua mendem Ciune sengar This lambung Lanang gemblung https://t.co/egSuuxmGE6,"Maaf ya gue mendem, Ciune sengar, this lambung ora kuat, lanang gemblung https://t.co/egSuuxmGE6","Sorry ya gua lagi mendem; Ciune sengar tenan, this lambung ambyar, lanang gemblung https://t.co/egSuuxmGE6","Maap lur, gue mendem Ciune sengar, this lambung mual pol, lanang gemblung https://t.co/egSuuxmGE6","Sori yo, aku mendem, Ciune sengar pisan; this lambung perih, lanang gemblung https://t.co/egSuuxmGE6","Ampun ya, gua mendem; Ciune sengar, this lambung protes terus, lanang gemblung https://t.co/egSuuxmGE6",not hate speech
